SUTANDINGU	STANDING
HOWAITOASUPARAGASU	WHITE ASPARAGUS
FOASHISUTEMUZU	FORE SYSTEMS
HAIUEIRAJIO	HIGHWAY RADIO
SOFUTOTENISU	SOFT TENNIS
PURINTOKURABU	PRINT CLUB
SHIFONBERUBETTO	CHIFFON VELVET
GIBUAPPU	GIVE UP
BERUTOKONBEA	BELT CONVEYOR
PURAGUKONPACHIBURU	PLUG COMPATIBLE
BARITONSAKISOHON	BARITONE SAXOPHONE
RENTARUSHISUTEMU	RENTAL SYSTEM
SUKURIBURUDOENZERU	SCRIBBLED ANGEL
ADORESUKAUNTA	ADDRESS COUNTER
REDDOBANANA	RED BANANA
DORIPPUDORAI	DRIP DRY
BODICHEKKU	BODY CHECK
UEBUSAITO	WEB SITE
RABUHOTERU	LOVE HOTEL
SAIFAI	SCI FI
FOTORIARIZUMU	PHOTO REALISM
DESUMETARU	DEATH METAL
FATTOPAIPU	FAT PIPE
GIBUSUSANPURINGU	GIBBS SAMPLING
ANFANTERIBURU	ENFANT TERRIBLE
WANMAIRUUEA	ONE MILE WEAR
PARETTONAIFU	PALETTE KNIFE
SEMENTOMORUTARU	CEMENT MORTAR
TORAKKUAPPU	TRACK UP
FEAKYACCHI	FAIR CATCH
FONKONFARENSU	PHONE CONFERENCE
RIPURODAKUTIBURAITSU	REPRODUCTIVE RIGHTS
ORIJINARUBURANDO	ORIGINAL BRAND
KYASSHUBERUTO	CASH BELT
ADOHOKKU	AD HOC
SUTEPPUAPPU	STEP UP
DEJITARUSHINEMA	DIGITAL CINEMA
SERUSAITO	CELL SITE
INDEKKUSUFANDO	INDEX FUND
WIKIWIKI	WIKI WIKI
BATONTOWARINGU	BATON TWIRLING
SHISUTORIKKUAREI	SYSTOLIC ARRAY
EREKUTORONIKKUOFISU	ELECTRONIC OFFICE
PASUTERUDENATA	PASTEL DE NATA
MASUTOBAI	MUST BUY
WINCHESUTADISUKU	WINCHESTER DISK
ROGUINSUKURIPUTO	LOGIN SCRIPT
MARUDIGURA	MARDI GRAS
AIDEAPUROSESSA	IDEA PROCESSOR
AISUBURIJJI	ICE BRIDGE
RAITOUINGU	RIGHT WING
MEIKYAPPU	MAKE UP
GANSHOPPU	GUN SHOP
HAISOKKUSU	HIGH SOCKS
SERUFUKEA	SELF CARE
TAIMUSHEARINGU	TIME SHARING
AIBUROUPARETTO	EYEBROW PALETTE
DOGGUIYA	DOG EAR
MARUKOFUMODERU	MARKOV MODEL
PABURIKKUHIARINGU	PUBLIC HEARING
BAINARIFAIRU	BINARY FILE
MARINRANCHINGU	MARINE RANCHING
SETTOPOINTO	SET POINT
VANDOPAIYU	VIN DE PAILLE
KURISUMASUPUREZENTO	CHRISTMAS PRESENT
MORARURISUKU	MORAL RISK
DABINCHI	DA VINCI
BIDEOENJINIA	VIDEO ENGINEER
DORIRUBITTO	DRILL BIT
SUPOTTOADO	SPOT AD
SOROARUBAMU	SOLO ALBUM
HAITEKKU	HIGH TECH
MAKUROMODERU	MACRO MODEL
KUROSUSERU	CROSS SELL
PAPIEMASHE	PAPIER MACHE
SHIRUKUHATTO	SILK HAT
SETTOAPPUMAN	SETUP MAN
REDDORAIN	RED LINE
SHIMIENJAKKARU	SIMIEN JACKAL
DORESUDAUN	DRESS DOWN
BAKKINGUSUTOA	BACKING STORE
MADORIDDOPUROTOKORU	MADRID PROTOCOL
TORANSUMISSHONGIA	TRANSMISSION GEAR
UIN'NAWARUTSU	VIENNA WALTZ
SURIRANKA	SRI LANKA
FOTOSUTANDO	PHOTO STAND
NOBASUKOSHIA	NOVA SCOTIA
DEDDORIFUTO	DEAD LIFT
NANBARINGUMASHIN	NUMBERING MACHINE
HIPPUKATTO	HIP CUT
GIFUTOCHEKKU	GIFT CHECK
KURABUFUROA	CLUB FLOOR
UEITORIFUTINGU	WEIGHT LIFTING
IBENTOPUROBAIDA	EVENT PROVIDER
SOFUTOBURA	SOFT BRA
BETTOTAUN	BED TOWN
AKURIRUGOMU	ACRYL RUBBER
ROZEWAIN	ROSE WINE
INDASUTORIARUDEZAIN	INDUSTRIAL DESIGN
MODERUCHENJI	MODEL CHANGE
TORAPPUNESUTO	TRAP NEST
BIKINIRAIN	BIKINI LINE
WEITORIFUTINGU	WEIGHT LIFTING
GURAFIKKUTABURETTO	GRAPHIC TABLET
FURUFEISU	FULL FACE
SOFUTODORINKU	SOFT DRINK
BUROKKUPURAN	BLOCK PLAN
JAZURAIFU	JAZZ LIFE
GAUCHORUKKU	GAUCHO LOOK
DABURUBEDDO	DOUBLE BED
AISUBAKETTO	ICE BUCKET
MINERARUWOTA	MINERAL WATER
PUROSESUAKAUNTINGU	PROCESS ACCOUNTING
DOTTOFAIRU	DOT FILE
DABURUSUKARU	DOUBLE SCULL
TACCHIPANERU	TOUCH PANEL
BURAKKUKOMEDI	BLACK COMEDY
SUTOKKUPOINTO	STOCK POINT
HANDIMUKKU	HANDY MOOK
MATERIARUHANDORINGU	MATERIALS HANDLING
OBUJEKUTOMODERUDAIAGURAMU	OBJECT MODEL DIAGRAM
WAKUCHINSOFUTO	VACCINE SOFT
BONBEIBURADDO	BOMBAY BLOOD
SEKANDOBATTERI	SECOND BATTERY
HOWAITORISUTO	WHITE LIST
BARIONSUTECCHI	BULLION STITCH
INSUTORUMENTARUROKKU	INSTRUMENTAL ROCK
HAISOSAETI	HIGH SOCIETY
SAKKUDORESU	SACK DRESS
AKISHARUOFUSETTO	AXIAL OFFSET
UETTOTISSHU	WET TISSUE
KICCHIN'NAIFU	KITCHEN KNIFE
ESUNIKKUFASSHON	ETHNIC FASHION
WINDOSHIA	WIND SHEAR
ENDORAIN	END LINE
SEKUSHARUHARASUMENTO	SEXUAL HARASSMENT
DORUSHIFUTO	DOLLAR SHIFT
EPOKKUMEIKINGU	EPOCH MAKING
DORAIAI	DRY EYE
SEKYURITIRISUKU	SECURITY RISK
ANABORIKKUSUTEROIDO	ANABOLIC STEROIDS
HAIJAXTSUNPU	HIGH JUMP
PATANMACCHI	PATTERN MATCH
RAINDANSU	LINE DANCE
TAIPURAIBURARI	TYPE LIBRARY
MARUCHIPOSUTO	MULTI POST
MENTARUBUREIKU	MENTAL BREAK
CHAINARISUKU	CHINA RISK
NIKORUPURIZUMU	NICOL PRISM
MODANRAIFU	MODERN LIFE
FEISUTAORU	FACE TOWEL
ATORANDAMU	AT RANDOM
HANDOTOSU	HAND TOSS
RAN'NINGUBAKKU	RUNNING BACK
WAINTEISUTINGU	WINE TASTING
UESUTANGURIPPU	WESTERN GRIP
NOKKUBATTINGU	KNOCK BATTING
DEJITARUSUCHIRUKAMERA	DIGITAL STILL CAMERA
BIJUARUFURAITO	VISUAL FLIGHT
KISUANDOKURAI	KISS AND CRY
KOBUSARADA	COBB SALAD
KONEKUTINGURODDO	CONNECTING ROD
KOADANPU	CORE DUMP
HAIWEIRAJIO	HIGHWAY RADIO
BAKKUTORAKKINGU	BACK TRACKING
ADAPUTOPUROGURAMU	ADOPT PROGRAM
KEAMANEJIMENTO	CARE MANAGEMENT
KAFERATTE	CAFE LATTE
BAINDOTAIMU	BIND TIME
SHOKKINGUPINKU	SHOCKING PINK
FURENCHIPOPPU	FRENCH POP
RAIN'ADAPUTA	LINE ADAPTER
PABURIKKUAKUSEPUTANSU	PUBLIC ACCEPTANCE
HIPPUPADDO	HIP PAD
INHAI	IN HIGH
KYATTONIPPU	CAT NIP
SEKANDOREIPU	SECOND RAPE
DAFFURUBAGGU	DUFFEL BAG
BEIKUDOPOTETO	BAKED POTATO
SUINGUJAZU	SWING JAZZ
EROTIKKUPURODAKUSHON	EROTIC PRODUCTION
HABURINGU	HUB RING
NAISUBODI	NICE BODY
BIYASUTANDO	BEER STAND
MASHINSAIKURU	MACHINE CYCLE
KONBINIENSUSUTOA	CONVENIENCE STORE
JOBUOBUJEKUTO	JOB OBJECT
ONDEMANDO	ON DEMAND
HAMUSARADA	HAM SALAD
SOFUTOWEAENJINIARINGU	SOFTWARE ENGINEERING
GURAIDOPASU	GLIDE PATH
SHINDERERAKONPUREKKUSU	CINDERELLA COMPLEX
INKUDESUKUTOPPU	INK DESKTOP
FAN'AUTO	FAN OUT
FITTONESUBAIKU	FITNESS BIKE
DEJAU	DEJA VU
TEREHONSHOPPINGU	TELEPHONE SHOPPING
RAIFUSAIKURU	LIFE CYCLE
BABURUGAMU	BUBBLE GUM
BUKKUSUTORAPPU	BOOK STRAP
TOPPUSHEA	TOP SHARE
FAIBUNAIN	FIVE NINE
KASUTAMUPUROPATIDAIAROGUBOKKUSU	CUSTOM PROPERTIES DIALOG BOX
SORUTIDOGGU	SALTY DOG
MORARUJIRENMA	MORAL DILEMMA
INTARAKUTIBUBOTAN	INTERACTIVE BUTTON
RANDAMUAKUSESU	RANDOM ACCESS
GURIDDOPURANINGU	GRID PLANNING
KAMINGUAUTO	COMING OUT
KAREJJIRINGU	COLLEGE RING
MAINDOMAPPU	MIND MAP
PORITIKARUFIKUSHON	POLITICAL FICTION
BANDOSUKOA	BAND SCORE
DESHIMARUPOINTO	DECIMAL POINT
RUTTSUJANPU	LUTZ JUMP
KANADABARUSAMU	CANADA BALSAM
FOAGURANDOJOBU	FOREGROUND JOB
OUNDOMEDIA	OWNED MEDIA
REDDOBUKKU	RED BOOK
MINCHIPAI	MINCE PIE
HOTTOFURASSHU	HOT FLUSH
ONRAINBANKINGUSHISUTEMU	ONLINE BANKING SYSTEM
ONRAINSUTOA	ONLINE STORE
TEKISUTOSURAIDO	TEXT SLIDE
BIJUARUNOBERU	VISUAL NOVEL
SANDOPONPU	SAND PUMP
KAFEROWAIYARU	CAFE ROYAL
SUKAIRESUTORAN	SKY RESTAURANT
NETTOKAJINO	NET CASINO
TASUKUSUICCHI	TASK SWITCH
SHISUTEMURAIBURARI	SYSTEM LIBRARY
RIBORUBINGUFANDO	REVOLVING FUND
FAURUFURAI	FOUL FLY
MINIBUROGU	MINI BLOG
KURAIANTOSAIDO	CLIENT SIDE
GANBERUTO	GUN BELT
KYABINETTOMONITARINGU	CABINET MONITORING
KEMIKARUPARUPU	CHEMICAL PULP
POSUTOPANKU	POST PUNK
KASUTAMUCHIPPU	CUSTOM CHIP
AKUTIBUFIRUTA	ACTIVE FILTER
PURIANPU	PRE AMP
FAIRINGUSHISUTEMU	FILING SYSTEM
KURIPPUKOREKUSHON	CLIP COLLECTION
UESUTANSUINGU	WESTERN SWING
BASURAPIDDOTORANJITTO	BUS RAPID TRANSIT
TEKISUTOKUERI	TEXT QUERY
KISUFURENDO	KISS FRIEND
FUREAMINI	FLARE MINI
GYAGUMAN	GAG MAN
RIGURESSHONTESUTO	REGRESSION TEST
UINGUCHIPPU	WING TIP
AKADEMIKKUDISUKAUNTO	ACADEMIC DISCOUNT
GIFUTOSHOPPU	GIFT SHOP
HOWAITOKASORIN	WHITE GASOLINE
ADORIBU	AD LIB
REDDOSHIFUTO	RED SHIFT
KAMERAPOJISHON	CAMERA POSITION
WANPATAN	ONE PATTERN
KUROSUSERINGU	CROSS SELLING
DEJITARUBIDEO	DIGITAL VIDEO
TORENDIDORAMA	TRENDY DRAMA
NAISUMIDORU	NICE MIDDLE
DEJITARUCHIKETTO	DIGITAL TICKET
KAFEORE	CAFE AU LAIT
RAN'NINGUKYACCHI	RUNNING CATCH
BYUSSHUDONOERU	BUCHE DE NOEL
SAPURAISAIDO	SUPPLY SIDE
MONORISHIKKUDORAIBA	MONOLITHIC DRIVER
SAUNDORENJI	SOUND RANGE
MEMORIKYASSHU	MEMORY CACHE
FURENCHIHORUN	FRENCH HORN
HOWAITOSHATSU	WHITE SHIRTS
JANGURUJIMU	JUNGLE GYM
SAUSUKARORAINA	SOUTH CAROLINA
SUREDDOTAITORU	THREAD TITLE
DOROPPUFORUDA	DROP FOLDER
FIRUMURAIBURARI	FILM LIBRARY
DISUPUREIADAPUTA	DISPLAY ADAPTER
FURORIDABASU	FLORIDA BASS
BANPUMAPPINGU	BUMP MAPPING
TOIPIANO	TOY PIANO
TEKUNOKATTO	TECHNO CUT
FISUTOBANPU	FIST BUMP
SAKURIFAISUFURAI	SACRIFICE FLY
FURUFASSHON	FULL FASHION
SHIRIARUKONEKUTA	SERIAL CONNECTOR
DOKYUMENTORAIBURARI	DOCUMENT LIBRARY
POPPUAPPU	POP UP
PURAIMARIDISUKU	PRIMARY DISK
FASSHONMODERU	FASHION MODEL
KONPURAIANSUPUROGURAMU	COMPLIANCE PROGRAM
SEKANDOHAUSU	SECOND HOUSE
DUITTOYUASERUFU	DO IT YOURSELF
PAIPURAIN'EDITA	PIPELINE EDITOR
RANDAMUSUKYANDISUPUREI	RANDOM SCAN DISPLAY
ANMACCHI	UN MATCH
OPUTIKARUPURINTA	OPTICAL PRINTER
AREIPUROSESSA	ARRAY PROCESSOR
MAJIKKUGURASU	MAGIC GLASS
PURAIMARISAITO	PRIMARY SITE
RAISUPUDINGU	RICE PUDDING
NASHONARUTORASUTO	NATIONAL TRUST
FAIRUTESUTO	FILE TEST
HAMUEGGU	HAM EGG
SOFUTOWEARAISENSU	SOFTWARE LICENSE
CHOPPUSARADA	CHOP SALAD
SAIDOCHENJI	SIDE CHANGE
SOFUTOWEAHAUSU	SOFTWARE HOUSE
MISSHUMETARU	MISCH METAL
ENDOKUREJITTO	END CREDIT
SUROTTOMASHIN	SLOT MACHINE
AISUKYANDI	ICE CANDY
EYAKON	AIR CON
SHERUPURONPUTO	SHELL PROMPT
KYAPUCHADEBAISU	CAPTURE DEVICE
TAKKUIN	TUCK IN
KUREJITTOTAITORU	CREDIT TITLE
ADOIN	ADD IN
NIKUBAE	FLESH FLY
WEBUROGU	WEB LOG
BUROKKUCHEKKU	BLOCK CHECK
SHADOUMASUKU	SHADOW MASK
MAJIKKUHANDO	MAGIC HAND
AJASUTABURURENCHI	ADJUSTABLE WRENCH
SUTEPPUSUKARUPUCHA	STEP SCULPTURE
SHINGURUKURIKKU	SINGLE CLICK
PUSSHUPURU	PUSH PULL
MAIKUROCHANERU	MICRO CHANNEL
SANDIEGO	SAN DIEGO
FANDOTORASUTO	FUND TRUST
ENDOOBUTEKISUTO	END OF TEXT
RASUTORAPPU	LAST LAP
PINPON	PING PONG
AIDORUINTARAPUTO	IDLE INTERRUPT
KONCHINENTARUPURAN	CONTINENTAL PLAN
DOPPURASHIFUTO	DOPPLER SHIFT
MAJIKKUAI	MAGIC EYE
FUREKISHIBURUBAKKU	FLEXIBLE BACK
PURAIMARIMASUTA	PRIMARY MASTER
EGUZEKUTIBUKURASU	EXECUTIVE CLASS
SAUNDOKURIPPU	SOUND CLIP
NEONRANPU	NEON LAMP
BOTOMURAIN	BOTTOM LINE
SAUNDOFAIRU	SOUND FILE
AKUCHUARUTAIMU	ACTUAL TIME
DESUMACCHI	DEATH MATCH
EGUZEKUTIBUFUROA	EXECUTIVE FLOOR
KONKURITOBUROKKU	CONCRETE BLOCK
POTETOCHIPPUSU	POTATO CHIPS
FAKARUTIDIBEROPPUMENTO	FACULTY DEVELOPMENT
SUTOKKUOPUSHON	STOCK OPTION
KONPANION'ANIMARU	COMPANION ANIMAL
SANFURANSHISUKO	SAN FRANCISCO
AKURIRURENZU	ACRYL LENS
FIRUIN	FILL IN
DESUMASUKU	DEATH MASK
ORIJINARUDANSU	ORIGINAL DANCE
KYATTOBONDO	CAT BOND
RAIN'APPU	LINE UP
TAIMURIMITTO	TIME LIMIT
SUKOCCHIEGGU	SCOTCH EGG
FURIPPUBUKKU	FLIP BOOK
NACHURARUSAIENSU	NATURAL SCIENCE
SENTARAIN	CENTER LINE
BURASUBANDO	BRASS BAND
BEKUTORUPOTENSHARU	VECTOR POTENTIAL
PIESUMONTE	PIECE MONTEE
MAKISHISHINGURU	MAXI SINGLE
CHANPIONBERUTO	CHAMPION BELT
OPUSHONBOTAN	OPTION BUTTON
UESUTOPOINTO	WEST POINT
RABUIN	LOVE IN
BANDIDDOENJERUFISSHU	BANDED ANGELFISH
KYAPPURAITO	CAP LIGHT
KYASSHUFAIRU	CACHE FILE
PISUTONRINGU	PISTON RING
BUKKUSUTANDO	BOOK STAND
PARITICHEKKU	PARITY CHECK
RISUPONSHIBUWEBUDEZAIN	RESPONSIVE WEB DESIGN
DOROPPUSHOTTO	DROP SHOT
BIDEOSHOPPU	VIDEO SHOP
SHINEMAORUGAN	CINEMA ORGAN
IBUNINGUDORESU	EVENING DRESS
FUREKKUSUJOBUSHISUTEMU	FLEX JOB SYSTEM
DISUPUREIMODERU	DISPLAY MODEL
RAIFUHAKKUSU	LIFE HACKS
SUTEINDOGURASU	STAINED GLASS
HAIKATTO	HIGH CUT
NETTOKAFE	NET CAFE
BUROKKUSOFUTO	BLOCK SOFT
FOGURANPU	FOG LAMP
GURAFIKKUSUTABURETTO	GRAPHICS TABLET
AKUTIBUHABU	ACTIVE HUB
BAKKUGURAUNDOSAUNDO	BACKGROUND SOUND
SUTAFFUITTO	STUFF IT
NURURISUTO	NULL LIST
KURISUPUBUREDDO	CRISP BREAD
SUTOABURANDO	STORE BRAND
METTSUXOSOPURANO	MEZZO SOPRANO
AKUTIBUWINDOU	ACTIVE WINDOW
TAIMUTON'NERU	TIME TUNNEL
KARENTOTORANZAKUSHON	CURRENT TRANSACTION
KOMYUNITIBASU	COMMUNITY BUS
PURODAKUTOPUREISUMENTO	PRODUCT PLACEMENT
FURUSAIZU	FULL SIZE
MEGATORENDO	MEGA TREND
SURASSHUMETARU	THRASH METAL
SHITTOIN	SIT IN
OIRUENJIN	OIL ENGINE
WANPASU	ONE PASS
ROJINBAGGU	ROSIN BAG
AKUSESUROGU	ACCESS LOG
EFEKUTOKONPAIRA	EFFECT COMPILER
IYARAUNDOFASSHON	YEAR ROUND FASHION
INDEKKUSUREJISUTA	INDEX REGISTER
SABUPATAN	SUB PATTERN
TESUTOMACCHI	TEST MATCH
UERUDAN	WELL DONE
FURATTOBETTOSUKYANA	FLATBED SCANNER
KURINIKARUPASU	CLINICAL PATH
RIARUTAIMUKUROKKU	REAL-TIME CLOCK
BESUTOSHOTTO	BEST SHOT
WAIYAGURASU	WIRE GLASS
PIZAHAUSU	PIZZA HOUSE
KURIKKUANDOMORUTARU	CLICK AND MORTAR
PINKONEKUTA	PIN CONNECTOR
SUTORADORINGUSUTOKKU	STRADDLING STOCKS
RAPISURAZURI	LAPIS LAZULI
WINWIN	WIN WIN
EKOBIJINESU	ECO BUSINESS
FAINARUSETTO	FINAL SET
AJIAINFURUENZA	ASIA INFLUENZA
KONEKUSHONPUROBIJONINGU	CONNECTION PROVISIONING
FOGGURANPU	FOG LAMP
POINTOOBUPUREZANSU	POINT OF PRESENCE
KYADOKYAMU	CAD CAM
NAREJJIENJINIA	KNOWLEDGE ENGINEER
FURENCHIPOPPUSU	FRENCH POPS
TAIAPPU	TIE UP
EJJISABUSUKURIPUSHONFAIRU	EDGE SUBSCRIPTION FILE
INKURIMENTARUBAKKUAPPU	INCREMENTAL BACKUP
AKUSESUMASUKU	ACCESS MASK
DEJITARUSHIGUNARUPUROSESSA	DIGITAL SIGNAL PROCESSOR
NEGATIBUSHINKINGU	NEGATIVE THINKING
KYANONSHOTTO	CANNON SHOT
SHISUTEMUPARAMETA	SYSTEM PARAMETER
SHISUTEMUFONTO	SYSTEM FONT
NEIRUCHIPPU	NAIL TIP
SHINBORUMAPPU	SYMBOL MAP
AIRANDOKICCHIN	ISLAND KITCHEN
WAN'NAUTO	ONE OUT
SHATSUBURAUSU	SHIRTS BLOUSE
PURESUKANFARENSU	PRESS CONFERENCE
KUKKINGUHOIRU	COOKING FOIL
AKUTIBUPUROGURAMU	ACTIVE PROGRAM
DORUSHOKKU	DOLLAR SHOCK
WEBUSUTOA	WEB STORE
KURITIKARUSHINKINGU	CRITICAL THINKING
AMERIKANPURAN	AMERICAN PLAN
HOSUTOKURABU	HOST CLUB
FUREKISHIBURUMANYUFAKUCHARINGUSHISUTEMU	FLEXIBLE MANUFACTURING SYSTEM
BANTOENDORAN	BUNT AND RUN
KONTENATORAKKU	CONTAINER TRUCK
BASUTAORU	BATH TOWEL
FOKKUSUFEISU	FOX FACE
MEIRINGURISUTO	MAILING LIST
APPURAITOPIANO	UPRIGHT PIANO
ASARUTORAIFURU	ASSAULT RIFLE
KOIRUSUPURINGU	COIL SPRING
MANEJIMENTOSAIKURU	MANAGEMENT CYCLE
BURAINDOTESUTO	BLIND TEST
SARADABOURU	SALAD BOWL
DORAIBINGUTEKUNIKKU	DRIVING TECHNIQUE
MOJURAJAKKU	MODULAR JACK
UETTOFURAI	WET FLY
NASHONARUBURANDO	NATIONAL BRAND
AKAUNTINGUMASHIN	ACCOUNTING MACHINE
SHIRIKONDISUKU	SILICON DISK
SURAIDINGUKYACCHI	SLIDING CATCH
SENTORARUPUROSESHINGUYUNITTO	CENTRAL PROCESSING UNIT
YANGUEGUZEKUTIBU	YOUNG EXECUTIVE
AIDORUGIYA	IDLE GEAR
RONGUPASU	LONG PASS
UININGUPOSUTO	WINNING POST
BAFFAMEMORI	BUFFER MEMORY
SOROKYANPU	SOLO CAMP
FURONTOBAFFA	FRONT BUFFER
MIDORUKURASU	MIDDLE CLASS
PISUTONPONPU	PISTON PUMP
PIANOTORIO	PIANO TRIO
WAINDOAPPUPOJISHON	WINDUP POSITION
KONPAKUTODISUKU	COMPACT DISC
SANTAN'OIRU	SUNTAN OIL
RAINSEGUMENTO	LINE SEGMENT
INSAIDOAUTO	INSIDE OUT
WANPOINTO	ONE POINT
EKOBAGGU	ECO BAG
GATORINGUGAN	GATLING GUN
GURAMUION	GRAM ION
RABUSETTO	LOVE SET
RAIN'NAPPU	LINE UP
ENDOSHISUTEMU	END SYSTEM
RAMUCHOPPU	LAMB CHOP
RIZUMIKKUSOURU	RHYTHMIC SOUL
GASUTANKU	GAS TANK
KATTOTOMATO	CUT TOMATO
MASUTADOKYUMENTO	MASTER DOCUMENT
NOKKUAUTOMAUSU	KNOCKOUT MOUSE
DORAIAISU	DRY ICE
TEKISUTOFAIRU	TEXT FILE
DONERUKEBABU	DONER KEBAB
RIYASASUPENSHON	REAR SUSPENSION
WERUDAN	WELL DONE
OBAMAKEA	OBAMA CARE
ONRAINKAJINO	ONLINE CASINO
DAIYARUIN	DIAL IN
ANKONSHASUBAIASU	UNCONSCIOUS BIAS
SHIPPUAMERIKAN	SHIP AMERICAN
BAUNSUTOMEIRU	BOUNCED MAIL
DOKYUMENTOOBUJEKUTOMODERU	DOCUMENT OBJECT MODEL
KUIKKUBUREDDO	QUICK BREAD
RIPPINGUSOFUTOWEA	RIPPING SOFTWARE
BUROKKUSAIZU	BLOCK SIZE
DISUKETTODORAIBU	DISKETTE DRIVE
BURANKETTOERIA	BLANKET AREA
NONKURINGU	NON CLING
RISUTOAPPU	LIST UP
PORUKADOTTO	POLKA DOT
SOFUTOWEADIBEROPPAKITTO	SOFTWARE DEVELOPER KIT
DORAIFURAI	DRY FLY
SUNAFFUBOTORU	SNUFF BOTTLE
GURAFIKKUSUPUROSESHINGUYUNITTO	GRAPHICS PROCESSING UNIT
TORABERUBABURU	TRAVEL BUBBLE
PUTTOOPUSHON	PUT OPTION
KYABINETTOFURONTODOA	CABINET FRONT DOOR
TAIMUKAPUSERU	TIME CAPSULE
BANDOPURINTA	BAND PRINTER
ARABIAORIKKUSU	ARABIA ORYX
KOMANDOPURONPUTOWINDOU	COMMAND PROMPT WINDOW
MODANBAREE	MODERN BALLET
SHISUTEMUBASU	SYSTEM BUS
KARENTOINGURISSHU	CURRENT ENGLISH
TORANJISUTATORANJISUTAROJIKKU	TRANSISTOR TRANSISTOR LOGIC
KOSUMECHIKKURENZU	COSMETIC LENS
FUTTOBASU	FOOT BATH
MENTARUTESUTO	MENTAL TEST
KINGUENZERU	KING ANGEL
JAIANTOKERUPU	GIANT KELP
AKUTIBUFAIRU	ACTIVE FILE
MASUTOAITEMU	MUST ITEM
SAERA	CA ET LA
POSUTOMODANISUTO	POST MODERNIST
FASSHONSUNAPPU	FASHION SNAP
TOROPIKARUPURANTO	TROPICAL PLANT
RAN'NINGUSHOTTO	RUNNING SHOT
WAN'UEI	ONE WAY
AKUSURUSUTANDO	AXLE STAND
EAROKKU	AIR LOCK
SUPANISSHUAMERIKA	SPANISH AMERICA
POPPUHINTO	POP HINT
BURAUNSUISU	BROWN SWISS
DAIYAMONDODASUTO	DIAMOND DUST
AKUSHONPAZURU	ACTION PUZZLE
JINRAIMU	GIN LIME
SETTOPOJISHON	SET POSITION
SUKURIPUTOKOMANDO	SCRIPT COMMAND
DETARENTOGYAPPU	DETERRENT GAP
JOBUTAIPU	JOB TYPE
RAIFUDEZAIN	LIFE DESIGN
SUIMINGUTORANKUSU	SWIMMING TRUNKS
HOSUTOPURO	HOST PRO
PATTAI	PAD THAI
BIJINESUINTERIJENSU	BUSINESS INTELLIGENCE
ASURECHIKKUKURABU	ATHLETIC CLUB
POPPUFURAI	POP FLY
INTOROBIJON	INTRO VISION
GURAFIKKUSUADAPUTA	GRAPHICS ADAPTER
FUROPUTIKARUDISUKU	FLOPTICAL DISK
BURAKKUSUPIRICHUARUZU	BLACK SPIRITUALS
EAPADDO	AIR PAD
HANGUGURAIDINGU	HANG GLIDING
DABURUBOTAN	DOUBLE BUTTON
TORAHIKKUSHEIPINGU	TRAFFIC SHAPING
MEDIKARUEREKUTORONIKUSU	MEDICAL ELECTRONICS
KUROSUSUTICCHI	CROSS STITCH
MARUCHIHOSUTINGU	MULTI HOSTING
AKUSESUPOINTO	ACCESS POINT
RAFUPUREI	ROUGH PLAY
MECHIRUORENJI	METHYL ORANGE
MAUSUPOINTA	MOUSE POINTER
RAJIOBOTAN	RADIO BUTTON
HOWAITOBARANSU	WHITE BALANCE
ASUTORORAMA	ASTRO RAMA
BURAUZABAKKU	BROWSER BACK
RAPPUFIRUMU	WRAP FILM
WANSUTOPPU	ONE STOP
HAITEKU	HIGH TECH
WAIYARESUMAIKUROHON	WIRELESS MICROPHONE
MEIDOKAFE	MAID CAFE
BENDINGUMASHIN	VENDING MACHINE
RAFURANSU	LA FRANCE
SUPAGETTIPUROGURAMU	SPAGHETTI PROGRAM
KONTENAFAIRU	CONTAINER FILE
SUTANPUKOREKUSHON	STAMP COLLECTION
TOROPIKARUDORINKU	TROPICAL DRINK
MISUTAIPU	MIS TYPE
MODERUSAITO	MODEL SITE
MAUSUOPOSSAMU	MOUSE OPOSSUM
NETTOSUKOA	NET SCORE
WEIJIDORIFUTO	WAGE DRIFT
TAKUTOSHISUTEMU	TACT SYSTEM
RASSHUPURINTO	RUSH PRINT
SHISUTEMIKKURISUKU	SYSTEMIC RISK
ITARIARUNESSANSU	ITALIAN RENAISSANCE
TORAKKUPADDO	TRACK POD
FAIRUSUROTTO	FILE SLOT
FOTOBUKKU	PHOTO BOOK
MONOFURUORURIN	MONO FLUORINE
DORAMUPUROTTA	DRUM PLOTTER
BODIRAIN	BODY LINE
RAPPUTAIMU	LAP TIME
MIDORUEIJI	MIDDLE AGE
ROTTOAPPU	LOT UP
GURAFIKKUSUCHIPPU	GRAPHICS CHIP
GURAHAMUBUREDDO	GRAHAM BREAD
WANBOKKUSU	ONE BOX
NOTTOSUTECCHI	KNOT STITCH
TOROPIKARUFISSHU	TROPICAL FISH
NAITORANPU	NIGHT LAMP
PICCHISHOTTO	PITCH SHOT
SHINFONIKKUROKKU	SYMPHONIC ROCK
NAIRONSUTOKKINGU	NYLON STOCKING
HAROGENRAITO	HALOGEN LIGHT
FURONTODORAIBU	FRONT DRIVE
KARENTODORAIBU	CURRENT DRIVE
BARUBASUBAU	BULBOUS BOW
BOKKUSUSUPANA	BOX SPANNER
ONRAINMONITA	ONLINE MONITOR
WANBOKKUSUWAGON	ONE BOX WAGON
RAGURANJUPOINTO	LAGRANGE POINT
