フェミニニティ	femininity	F_EH2_M_AH0_N_IH1_N_AH0_T_IY0
マイクロウェーブ	microwave	M_AY1_K_R_AH0_W_EY2_V
ビアホール	beer|hall	B_IH1_R|HH_AO1_L
スクイージ	squeegee	S_K_W_IY1_JH_IY0
スクイージー	squeegee	S_K_W_IY1_JH_IY0
スキージー	squeegee	S_K_W_IY1_JH_IY0
スキージ	squeegee	S_K_W_IY1_JH_IY0
スクイジ	squeegee	S_K_W_IY1_JH_IY0
カイザー	kaiser	K_AY1_Z_ER0
リトグラフィ	lithography	L_AH0_TH_AA1_G_R_AH0_F_IY0
リトグラフィー	lithography	L_AH0_TH_AA1_G_R_AH0_F_IY0
リソグラフィー	lithography	L_AH0_TH_AA1_G_R_AH0_F_IY0
キャラウエー	caraway	K_AE1_R_AH0_W_EY2
キャラウェー	caraway	K_AE1_R_AH0_W_EY2
デイ	day	D_EY1
デー	day	D_EY1
シェア	sharing	SH_EH1_R_IH0_NG
バイヤス	bias	B_AY1_AH0_S
ココナツジュース	coconut|juice	K_OW1_K_AH0_N_AH2_T|JH_UW1_S
ウェスタン	western	W_EH1_S_T_ER0_N
コンチェルティーナ	concertina	K_AA0_N_S_ER0_T_IY1_N_AH0
コンサーティーナ	concertina	K_AA0_N_S_ER0_T_IY1_N_AH0
ワンド	wand	W_AA1_N_D
ランナウェー	runaway	R_AH1_N_AH0_W_EY2
ランナウエイ	runaway	R_AH1_N_AH0_W_EY2
ハヌカー	hanukkah	HH_AA1_N_AH0_K_AH0
チェーンソー	chainsaw	CH_EY1_N_S_AO2
アクチャリ	actually	AE1_K_CH_UW2_AH0_L_IY0
デーサービス	day|service	D_EY1|S_ER1_V_AH0_S
インジゴカーミン	indigo|carmine	IH1_N_D_AH0_G_OW2|K_AA1_R_M_AY2_N
インジゴカルミン	indigo|carmine	IH1_N_D_AH0_G_OW2|K_AA1_R_M_AY2_N
フォーマルウェア	formal|wear	F_AO1_R_M_AH0_L|W_EH1_R
ブリート	burrito	B_ER0_IY1_T_OW0
レイテンシ	latency	L_EY1_T_AH0_N_S_IY0
ファイヤマン	fireman	F_AY1_R_M_AH0_N
ファイヤーマン	fireman	F_AY1_R_M_AH0_N
ファイアマン	fireman	F_AY1_R_M_AH0_N
バーミューダトライアングル	bermuda|triangle	B_ER0_M_Y_UW1_D_AH0|T_R_AY1_AE2_NG_G_AH0_L
ミニュエット	minuet	M_IH0_N_Y_UW2_EH1_T
ウエディング	wedding	W_EH1_D_IH0_NG
ウェッディング	wedding	W_EH1_D_IH0_NG
ウエッディング	wedding	W_EH1_D_IH0_NG
トラクター	tractor	T_R_AE1_K_T_ER0
アマゾーン	amazon	AE1_M_AH0_Z_AA2_N
アバン	avant	AH0_V_AA1_N_T
モチベーションレサーチ	motivation|research	M_OW2_T_AH0_V_EY1_SH_AH0_N|R_IY0_S_ER1_CH
デスティネーション	destination	D_EH2_S_T_AH0_N_EY1_SH_AH0_N
イコライザ	equalizer	IY1_K_W_AH0_L_AY2_Z_ER0
ウォーカー	walker	W_AO1_K_ER0
ニューズレター	newsletter	N_UW1_Z_L_EH2_T_ER0
データチャネル	data|channel	D_EY1_T_AH0|CH_AE1_N_AH0_L
シラップ	syrup	S_ER1_AH0_P
ファイバー	fiber	F_AY1_B_ER0
インジゴ	indigo	IH1_N_D_AH0_G_OW2
ディレンマ	dilemma	D_IH0_L_EH1_M_AH0
タイムリー	timely	T_AY1_M_L_IY0
アダプタ	adapter	AH0_D_AE1_P_T_ER0
ガーンジー	guernsey	G_ER1_N_Z_IY0
アストリンゼント	astringent	AH0_S_T_R_IH1_N_JH_AH0_N_T
カムコーダー	camcorder	K_AE1_M_K_AO2_R_D_ER0
キャムコーダ	camcorder	K_AE1_M_K_AO2_R_D_ER0
キャムコーダー	camcorder	K_AE1_M_K_AO2_R_D_ER0
レイピア	rapier	R_EY1_P_IY0_ER0
ラピアー	rapier	R_EY1_P_IY0_ER0
シャンデリヤ	chandelier	SH_AE0_N_D_AH0_L_IH1_R
トニックウオーター	tonic|water	T_AA1_N_IH0_K|W_AO1_T_ER0
コリウス	coleus	K_OW1_L_IY0_AH0_S
コルチゾン	cortisone	K_AO1_R_T_AH0_Z_OW2_N
エディケーション	education	EH2_JH_AH0_K_EY1_SH_AH0_N
エジュケーション	education	EH2_JH_AH0_K_EY1_SH_AH0_N
ユーザー	user	Y_UW1_Z_ER0
スライドガラス	slide|glass	S_L_AY1_D|G_L_AE1_S
ドアー	door	D_AO1_R
モデュレーション	modulation	M_AO2_JH_AH0_L_EY1_SH_AH0_N
サイムルキャスト	simulcast	S_AY1_M_Y_AH0_L_K_AE2_S_T
アスレチックス	athletics	AE0_TH_L_EH1_T_IH0_K_S
アスレティックス	athletics	AE0_TH_L_EH1_T_IH0_K_S
コッテージチーズ	cottage|cheese	K_AA1_T_AH0_JH|CH_IY1_Z
カッテージチーズ	cottage|cheese	K_AA1_T_AH0_JH|CH_IY1_Z
コテージチーズ	cottage|cheese	K_AA1_T_AH0_JH|CH_IY1_Z
カロテン	carotene	K_EH1_R_AH0_T_IY2_N
クォーツ	quartz	K_W_AO1_R_T_S
メカニックス	mechanics	M_AH0_K_AE1_N_IH0_K_S
ショールーム	showroom	SH_OW1_R_UH2_M
レーヨン	rayon	R_EY1_AH0_N
ミントキャンデー	mint|candy	M_IH1_N_T|K_AE1_N_D_IY0
ミントキャンディー	mint|candy	M_IH1_N_T|K_AE1_N_D_IY0
ヴィクーニャ	vicuna	V_IH0_K_Y_UW1_N_AH0
ビキューナ	vicuna	V_IH0_K_Y_UW1_N_AH0
キメラ	chimera	CH_IH0_M_EH1_R_AH0
レセプション	reception	R_IH0_S_EH1_P_SH_AH0_N
プロダクティビティ	productivity	P_R_OW2_D_AH0_K_T_IH1_V_AH0_T_IY0
ハイテク	high|tech	HH_AY1|T_EH1_K
キープレイヤー	key|player	K_IY1|P_L_EY1_ER0
キープレーヤ	key|player	K_IY1|P_L_EY1_ER0
フィーチャーホン	feature|phone	F_IY1_CH_ER0|F_OW1_N
アイビー	ivy	AY1_V_IY0
ハイメン	hymen	HH_AY1_M_AH0_N
ヴェール	veil	V_EY1_L
ビオス	bios	B_AY1_OW0_S
ブロアー	blower	B_L_OW1_ER0
フリーソフトウェア	free|software	F_R_IY1|S_AO1_F_T_W_EH2_R
キャディー	caddy	K_AE1_D_IY0
ヴァージナル	virginal	V_ER1_JH_AH0_N_AH0_L
モジュラー	modular	M_AO1_JH_AH0_L_ER0
モデュラー	modular	M_AO1_JH_AH0_L_ER0
キーウィ	kiwi	K_IY1_W_IY0
キウイ	kiwi	K_IY1_W_IY0
キーウィー	kiwi	K_IY1_W_IY0
インタロゲーション	interrogation	IH2_N_T_EH2_R_AH0_G_EY1_SH_AH0_N
メンズウェア	menswear	M_EH1_N_Z_W_EH2_R
コルネ	cornet	K_AO0_R_N_EH1_T
コロネ	cornet	K_AO0_R_N_EH1_T
キャプチャボード	capture|board	K_AE1_P_CH_ER0|B_AO1_R_D
カッタウエイ	cutaway	K_AH1_T_AH0_W_EY0
オップアート	op|art	AA1_P|AA1_R_T
キューピッド	cupid	K_Y_UW1_P_IH0_D
オキサイド	oxide	AA1_K_S_AY2_D
パブリックドメインソフトウェア	public|domain|software	P_AH1_B_L_IH0_K|D_OW0_M_EY1_N|S_AO1_F_T_W_EH2_R
エゴティズム	egotism	IY1_G_AH0_T_IH2_Z_AH0_M
エゴチスム	egotism	IY1_G_AH0_T_IH2_Z_AH0_M
ドミトリー	dormitory	D_AO1_R_M_AH0_T_AO2_R_IY0
フォア	four	F_AO1_R
エトス	ethos	IY1_TH_AA0_S
ゴールデンレトリバー	golden|retriever	G_OW1_L_D_AH0_N|R_IY0_T_R_IY1_V_ER0
ショービニズム	chauvinism	SH_OW1_V_AH0_N_IH2_Z_AH0_M
ショーヴィニスム	chauvinism	SH_OW1_V_AH0_N_IH2_Z_AH0_M
マシン	machine	M_AH0_SH_IY1_N
ロコモーティブ	locomotive	L_OW2_K_AH0_M_OW1_T_IH0_V
ガリ	gully	G_AH1_L_IY0
カイロプラクティック	chiropractic	K_AY2_R_OW0_P_R_AE1_K_T_IH0_K
ナンバーディスプレイ	number|display	N_AH1_M_B_ER0|D_IH0_S_P_L_EY1
ユビキタス	ubiquitous	Y_UW0_B_IH1_K_W_IH0_T_AH0_S
ドットマトリクス	dot|matrix	D_AA1_T|M_EY1_T_R_IH0_K_S
パルタイ	party	P_AA1_R_T_IY0
パーティー	party	P_AA1_R_T_IY0
エゴティスト	egotist	IY1_G_AH0_T_IH0_S_T
ボーザイト	bauxite	B_AO1_K_S_AY0_T
アダージョ	adagio	AH0_D_AA1_ZH_IY0_OW2
スタートラッカ	star|tracker	S_T_AA1_R|T_R_AE1_K_ER0
レオパードシャーク	leopard|shark	L_EH1_P_ER0_D|SH_AA1_R_K
フィルムライブラリー	film|library	F_IH1_L_M|L_AY1_B_R_EH0_R_IY2
レアリスム	realism	R_IY1_AH0_L_IH0_Z_M
プレシジョン	precision	P_R_IY0_S_IH1_ZH_AH0_N
テイル	tail	T_EY1_L
イヤーウォーマー	ear|warmer	IY1_R|W_AO1_R_M_ER0
サンキュー	thank|you	TH_AE1_NG_K|Y_UW1
センキュ	thank|you	TH_AE1_NG_K|Y_UW1
センキュー	thank|you	TH_AE1_NG_K|Y_UW1
インデックス	index	IH1_N_D_EH0_K_S
ウィンタ	winter	W_IH1_N_T_ER0
ウィンター	winter	W_IH1_N_T_ER0
シガーライタ	cigar|lighter	S_IH0_G_AA1_R|L_AY1_T_ER0
ネイルファイル	nail|file	N_EY1_L|F_AY1_L
エロティック	erotic	IH0_R_AA1_T_IH0_K
ケイパー	caper	K_EY1_P_ER0
ケーパー	caper	K_EY1_P_ER0
スカンク	skunk	S_K_AH1_NG_K
プリン	pudding	P_UH1_D_IH0_NG
アドバイス	advice	AE0_D_V_AY1_S
スチールサッシ	steel|sash	S_T_IY1_L|S_AE1_SH
ヴァイブレーション	vibration	V_AY0_B_R_EY1_SH_AH0_N
ソフィスティケート	sophistication	S_AH0_F_IH2_S_T_AH0_K_EY1_SH_AH0_N
ウェアーズ	warez	W_EH1_R_Z
バルネラビリティ	vulnerability	V_AH2_L_N_ER0_AH0_B_IH1_L_IH0_T_IY0
ヴァルネラビリティー	vulnerability	V_AH2_L_N_ER0_AH0_B_IH1_L_IH0_T_IY0
バルネラビリティー	vulnerability	V_AH2_L_N_ER0_AH0_B_IH1_L_IH0_T_IY0
キャピトル	capital	K_AE1_P_IH0_T_AH0_L
キャピタル	capital	K_AE1_P_IH0_T_AH0_L
エディット	edit	EH1_D_AH0_T
ナンバリングマシーン	numbering|machine	N_AH1_M_B_ER0_IH0_NG|M_AH0_SH_IY1_N
ワッチキャップ	watch|cap	W_AA1_CH|K_AE1_P
アスキファイル	ascii|file	AE1_S_K_IY0|F_AY1_L
アテーナー	athena	AE0_TH_IY1_N_AH0
デモクラティック	democratic	D_EH2_M_AH0_K_R_AE1_T_IH0_K
チームプレー	team|play	T_IY1_M|P_L_EY1
ポニーテール	ponytail	P_OW1_N_IY0_T_EY2_L
アンダーウェア	underwear	AH1_N_D_ER0_W_EH2_R
アンダーウエア	underwear	AH1_N_D_ER0_W_EH2_R
インナーウエア	underwear	AH1_N_D_ER0_W_EH2_R
リスナ	listener	L_IH1_S_AH0_N_ER0
ビフォー	before	B_IH0_F_AO1_R
ビフォアー	before	B_IH0_F_AO1_R
マスターベイション	masturbation	M_AE2_S_T_ER0_B_EY1_SH_AH0_N
セイボリー	savory	S_EY1_V_ER0_IY0
ウイザード	wizard	W_IH1_Z_ER0_D
ノーベンバー	november	N_OW0_V_EH1_M_B_ER0
リビングウィル	living|will	L_IH1_V_IH0_NG|W_IH1_L
ハイバックチェアー	high|back|chair	HH_AY1|B_AE1_K|CH_EH1_R
アクチャル	actual	AE1_K_CH_AH0_W_AH0_L
スラブ	slav	S_L_AA1_V
テイクオーバー	take|over	T_EY1_K|OW1_V_ER0
フォルダ	folder	F_OW1_L_D_ER0
ブロックゲージ	block|gauge	B_L_AA1_K|G_EY1_JH
ニグロイド	negroid	N_IY1_G_R_OY0_D
ミクストリアリティー	mixed|reality	M_IH1_K_S_T|R_IY2_AE1_L_AH0_T_IY2
ミックストリアリティ	mixed|reality	M_IH1_K_S_T|R_IY2_AE1_L_AH0_T_IY2
ミクストリアリティ	mixed|reality	M_IH1_K_S_T|R_IY2_AE1_L_AH0_T_IY2
フィーダー	feeder	F_IY1_D_ER0
ビクトリア	victoria	V_IH0_K_T_AO1_R_IY0_AH0
レシーバ	receiver	R_AH0_S_IY1_V_ER0
フォトグラフィー	photography	F_AH0_T_AA1_G_R_AH0_F_IY0
ラジャ	roger	R_AA1_JH_ER0
レセプト	receipt	R_IH0_S_IY1_T
ジュピター	jupiter	JH_UW1_P_AH0_T_ER0
カンマ	comma	K_AA1_M_AH0
パンティーストッキング	panty|stocking	P_AE1_N_T_IY0|S_T_AA1_K_IH0_NG
アフロディテ	aphrodite	AE2_F_R_AH0_D_AY1_T_IY0
デジュリ	de|jure	D_IY1|JH_UH1_R
マティーニ	martini	M_AA0_R_T_IY1_N_IY0
マーティーニ	martini	M_AA0_R_T_IY1_N_IY0
マーティニ	martini	M_AA0_R_T_IY1_N_IY0
リカバリー	recovery	R_IH0_K_AH1_V_R_IY0
プロトコル	protocol	P_R_OW1_T_AH0_K_AA2_L
ナーン	nan	N_AE1_N
インタラクション	interaction	IH2_N_T_ER0_AE1_K_SH_AH0_N
パッシブソナー	passive|sonar	P_AE1_S_IH0_V|S_OW1_N_AA0_R
シュレアリスム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュルレアリスム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュールレアリズム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュールリアリズム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
フォルト	fault	F_AO1_L_T
ノマッド	nomad	N_OW1_M_AE2_D
ノーマッド	nomad	N_OW1_M_AE2_D
ゾーディアック	zodiac	Z_OW1_D_IY0_AE2_K
ゾディアック	zodiac	Z_OW1_D_IY0_AE2_K
エイジス	aegis	IY1_JH_AH0_S
クロッシェ	crochet	K_R_OW0_SH_EY1
クロシェ	crochet	K_R_OW0_SH_EY1
ナンフ	nymph	N_IH1_M_F
シーレーン	sea|lane	S_IY1|L_EY1_N
ダイアモンドルース	diamond|loose	D_AY1_M_AH0_N_D|L_UW1_S
アスピレイション	aspiration	AE2_S_P_ER0_EY1_SH_AH0_N
アレス	ares	AA1_R_Z
アーレース	ares	AA1_R_Z
ポーカーフェース	poker|face	P_OW1_K_ER0|F_EY1_S
ファンドマネジャー	fund|manager	F_AH1_N_D|M_AE1_N_AH0_JH_ER0
ポストマスター	postmaster	P_OW1_S_T_M_AE2_S_T_ER0
アカウンタビリティー	accountability	AH0_K_AW1_N_T_AH0_B_IH2_L_IH0_T_IY0
ベッドカバー	bed|cover	B_EH1_D|K_AH1_V_ER0
プロジェクター	projector	P_R_AA0_JH_EH1_K_T_ER0
アクウェアリアム	aquarium	AH0_K_W_EH1_R_IY0_AH0_M
アクアリウム	aquarium	AH0_K_W_EH1_R_IY0_AH0_M
キッチン	kitchen	K_IH1_CH_AH0_N
ストリーマー	streamer	S_T_R_IY1_M_ER0
クエリー	query	K_W_IY1_R_IY0
ロージン	rosin	R_AA1_Z_AH0_N
ウインドードレッシング	window|dressing	W_IH1_N_D_OW0|D_R_EH1_S_IH0_NG
ステー	stay	S_T_EY1
ゲームセンター	game|center	G_EY1_M|S_EH1_N_T_ER0
ブレイド	blade	B_L_EY1_D
コメディーリリーフ	comedy|relief	K_AA1_M_AH0_D_IY0|R_IH0_L_IY1_F
バーサーク	berserk	B_ER0_S_ER1_K
フェーズ	phase	F_EY1_Z
インジェクター	injector	IH2_N_JH_EH1_K_T_ER0
テイク	take	T_EY1_K
グループウェア	groupware	G_R_UW1_P_W_EH2_R
セクスィー	sexy	S_EH1_K_S_IY0
セクシー	sexy	S_EH1_K_S_IY0
セクスィ	sexy	S_EH1_K_S_IY0
セクシィ	sexy	S_EH1_K_S_IY0
バイラス	virus	V_AY1_R_AH0_S
ビールス	virus	V_AY1_R_AH0_S
ヴィールス	virus	V_AY1_R_AH0_S
ウイルス	virus	V_AY1_R_AH0_S
ウィルス	virus	V_AY1_R_AH0_S
インストゥルメント	instrument	IH1_N_S_T_R_AH0_M_AH0_N_T
リドゥー	redo	R_IY0_D_UW1
リテイク	retake	R_IY1_T_EY1_K
エイジング	aging	EY1_JH_IH0_NG
ファイラ	filer	F_AY1_L_ER0
スコーピオン	scorpion	S_K_AO1_R_P_IY0_AH0_N
アルカーイダ	al|qaeda	AE1_L|K_AY1_D_AA0
アルカイダ	al|qaeda	AE1_L|K_AY1_D_AA0
ショックウェーブ	shockwave	SH_AA1_K_W_EY2_V
バケーション	vacation	V_EY0_K_EY1_SH_AH0_N
ヴァケーション	vacation	V_EY0_K_EY1_SH_AH0_N
ヴァケイション	vacation	V_EY0_K_EY1_SH_AH0_N
インジケーター	indicator	IH1_N_D_AH0_K_EY2_T_ER0
インディケーター	indicator	IH1_N_D_AH0_K_EY2_T_ER0
インディケータ	indicator	IH1_N_D_AH0_K_EY2_T_ER0
シュノーケル	snorkel	S_N_AO1_R_K_AH0_L
クリエイション	creation	K_R_IY0_EY1_SH_AH0_N
パーデレ	padre	P_AE1_D_R_EY2
ドップラーシフト	doppler|shift	D_AA1_P_L_ER0|SH_IH1_F_T
ドプラーシフト	doppler|shift	D_AA1_P_L_ER0|SH_IH1_F_T
グロリア	gloria	G_L_AO1_R_IY0_AH0
フェアウエー	fairway	F_EH1_R_W_EY2
フェアウェー	fairway	F_EH1_R_W_EY2
フェアウェイ	fairway	F_EH1_R_W_EY2
フェヤウェイ	fairway	F_EH1_R_W_EY2
アドゥレッス	address	AE1_D_R_EH2_S
マシュルーム	mushroom	M_AH1_SH_R_UW0_M
アンパーサンド	ampersand	AE1_M_P_ER0_S_AE2_N_D
ブレイク	break	B_R_EY1_K
フリーウエア	freeware	F_R_IY1_W_EH2_R
ヒンドゥー	hindu	HH_IH1_N_D_UW2
ヒンズ	hindu	HH_IH1_N_D_UW2
ヒンドゥ	hindu	HH_IH1_N_D_UW2
エンパイア	empire	EH1_M_P_AY0_ER0
クレー	clay	K_L_EY1
ダイアミター	diameter	D_AY0_AE1_M_AH0_T_ER0
ディアーナ	diana	D_AY0_AE1_N_AH0
ディアナ	diana	D_AY0_AE1_N_AH0
ダイアナ	diana	D_AY0_AE1_N_AH0
サブウエー	subway	S_AH1_B_W_EY2
サブウェイ	subway	S_AH1_B_W_EY2
コラーン	koran	K_AO0_R_AA1_N
コーラン	koran	K_AO0_R_AA1_N
ロングテイル	long|tail	L_AO1_NG|T_EY1_L
ブルネット	brunette	B_R_UW0_N_EH1_T
ヒヤシンス	hyacinth	HH_AY1_AH0_S_IH2_N_TH
デイゲーム	day|game	D_EY1|G_EY1_M
スクレーパー	scraper	S_K_R_EY1_P_ER0
スクレイパ	scraper	S_K_R_EY1_P_ER0
スクレッパー	scraper	S_K_R_EY1_P_ER0
スクレイパー	scraper	S_K_R_EY1_P_ER0
チャトニ	chutney	CH_AH1_T_N_IY0
ウオータースライダー	water|slider	W_AO1_T_ER0|S_L_AY1_D_ER0
ガイア	gaia	G_AY1_AH0
マウンティング	mounting	M_AW1_N_T_IH0_NG
カクテール	cocktail	K_AA1_K_T_EY2_L
カクテル	cocktail	K_AA1_K_T_EY2_L
コクテル	cocktail	K_AA1_K_T_EY2_L
カクテイル	cocktail	K_AA1_K_T_EY2_L
コクテイル	cocktail	K_AA1_K_T_EY2_L
クリスマスイヴ	christmas|eve	K_R_IH1_S_M_AH0_S|IY1_V
オーブンミトン	oven|mitt	AH1_V_AH0_N|M_IH1_T
テークオフ	take|off	T_EY1_K|AO1_F
エキゾーストパイプ	exhaust|pipe	IH0_G_Z_AO1_S_T|P_AY1_P
カシミヤ	cashmere	K_AE1_ZH_M_IH0_R
キャスチング	casting	K_AE1_S_T_IH0_NG
リヴェンジ	revenge	R_IY0_V_EH1_N_JH
アーチン	urchin	ER1_CH_AH0_N
トランスファ	transfer	T_R_AE0_N_S_F_ER1
パワーシャベル	power|shovel	P_AW1_ER0|SH_AH1_V_AH0_L
ポケットコンピューター	pocket|computer	P_AA1_K_AH0_T|K_AH0_M_P_Y_UW1_T_ER0
グレイエリア	gray|area	G_R_EY1|EH1_R_IY0_AH0
サラリマン	salary|man	S_AE1_L_ER0_IY0|M_AE1_N
サラーリーマン	salary|man	S_AE1_L_ER0_IY0|M_AE1_N
サラーリマン	salary|man	S_AE1_L_ER0_IY0|M_AE1_N
グレーター	grater	G_R_EY1_T_ER0
ルームウェア	room|wear	R_UW1_M|W_EH1_R
ミレニウム	millennium	M_AH0_L_EH1_N_IY0_AH0_M
セレブリティー	celebrity	S_AH0_L_EH1_B_R_IH0_T_IY0
バーチカル	vertical	V_ER1_T_IH0_K_AH0_L
クリスマスカロル	christmas|carol	K_R_IH1_S_M_AH0_S|K_AE1_R_AH0_L
フィルダーチョイス	fielder's|choice	F_IY1_L_D_ER0_Z|CH_OY1_S
フィルダースチョイス	fielder's|choice	F_IY1_L_D_ER0_Z|CH_OY1_S
フィルダーズチョイス	fielder's|choice	F_IY1_L_D_ER0_Z|CH_OY1_S
フィールダーズチョイス	fielder's|choice	F_IY1_L_D_ER0_Z|CH_OY1_S
メンソール	menthol	M_EH1_N_TH_AO0_L
メインコース	main|course	M_EY1_N|K_AO1_R_S
ブロマイド	bromide	B_R_OW1_M_AY2_D
ワルツ	waltz	W_AO1_L_T_S
ハンチング	hunting	HH_AH1_N_T_IH0_NG
ボータイ	bow|tie	B_AW1|T_AY1
ハイウェイラジオ	highway|radio	HH_AY1_W_EY2|R_EY1_D_IY0_OW2
デーケア	day|care	D_EY1|K_EH1_R
ウォータークーラー	water|cooler	W_AO1_T_ER0|K_UW1_L_ER0
ファイバトゥザホーム	fiber|to|the|home	F_AY1_B_ER0|T_UW1|DH_AH0|HH_OW1_M
ファイバツーザホーム	fiber|to|the|home	F_AY1_B_ER0|T_UW1|DH_AH0|HH_OW1_M
サイバーセキュリティ	cyber|security	S_AY1_B_ER0|S_IH0_K_Y_UH1_R_AH0_T_IY0
パルフェ	parfait	P_AA2_R_F_EY1
パフェー	parfait	P_AA2_R_F_EY1
エフェクター	effector	IH0_F_EH1_K_T_ER0
コンパレータ	comparator	K_AH0_M_P_AE1_R_AH0_T_ER2
グリンピース	green|peas	G_R_IY1_N|P_IY1_Z
アンビリーバブル	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンビリバブル	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンビリバボー	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
シリアル	serial	S_IH1_R_IY2_AH0_L
メリノ	merino	M_ER0_IY1_N_OW0
マタニティーウェア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マタニティウエア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マタニティウェア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
インストーラ	installer	IH2_N_S_T_AO1_L_ER0
ブレイクアウト	breakout	B_R_EY1_K_AW2_T
キャンター	canter	K_AE1_N_T_ER0
ラインアップ	line|up	L_AY1_N|AH1_P
ラインナップ	line|up	L_AY1_N|AH1_P
アンダースタンド	understand	AH2_N_D_ER0_S_T_AE1_N_D
クェスチョン	question	K_W_EH1_S_CH_AH0_N
クエスチョン	question	K_W_EH1_S_CH_AH0_N
シェラック	shellac	SH_EH1_L_AE2_K
アンチークファッション	antique|fashion	AE0_N_T_IY1_K|F_AE1_SH_AH0_N
テレフォンクラブ	telephone|club	T_EH1_L_AH0_F_OW2_N|K_L_AH1_B
ヒューズ	fuse	F_Y_UW1_Z
リクライニングソファー	reclining|sofa	R_IH0_K_L_AY1_N_IH0_NG|S_OW1_F_AH0
ティモシー	timothy	T_IH1_M_AH0_TH_IY0
ユーロクラット	eurocrat	Y_UW1_R_AH0_K_R_AE0_T
アロマテラピー	aromatherapy	AH0_R_OW2_M_AH0_TH_ER1_AH0_P_IY0
ミートボール	meatball	M_IY1_T_B_AO2_L
マイクロプロセッサ	microprocessor	M_AY2_K_R_OW0_P_R_AA1_S_EH0_S_ER0
ヒエラルヒー	hierarchy	HH_AY1_ER0_AA2_R_K_IY0
ハイアラーキ	hierarchy	HH_AY1_ER0_AA2_R_K_IY0
ハイアラーキー	hierarchy	HH_AY1_ER0_AA2_R_K_IY0
トランスレーター	translator	T_R_AE0_N_S_L_EY1_T_ER0
オリジナリティー	originality	ER0_IH2_JH_AH0_N_AE1_L_IH0_T_IY0
スピードウェイ	speedway	S_P_IY1_D_W_EY2
スピードウエー	speedway	S_P_IY1_D_W_EY2
スピードウエイ	speedway	S_P_IY1_D_W_EY2
ヴィーガン	vegan	V_EH1_G_AH0_N
エクスプレッション	expression	IH0_K_S_P_R_EH1_SH_AH0_N
アドバンテージ	advantage	AE0_D_V_AE1_N_T_IH0_JH
アドバンテッジ	advantage	AE0_D_V_AE1_N_T_IH0_JH
インバイアロンメント	environment	IH0_N_V_AY1_R_AH0_N_M_AH0_N_T
ナレッジ	knowledge	N_AA1_L_AH0_JH
ノレッジ	knowledge	N_AA1_L_AH0_JH
ガラスウール	glass|wool	G_L_AE1_S|W_UH1_L
エアータオル	air|towel	EH1_R|T_AW1_AH0_L
ハーヴェスト	harvest	HH_AA1_R_V_AH0_S_T
バンガード	vanguard	V_AE1_N_G_AA2_R_D
マーガレット	marguerite	M_AA2_R_G_ER0_IY1_T
マガレイト	marguerite	M_AA2_R_G_ER0_IY1_T
アクトパス	octopus	AA1_K_T_AH0_P_UH2_S
キャフェテリア	cafeteria	K_AE2_F_AH0_T_IH1_R_IY0_AH0
エラスティック	elastic	IH0_L_AE1_S_T_IH0_K
アイデンティフケイション	identification	AY0_D_EH2_N_T_AH0_F_AH0_K_EY1_SH_AH0_N
アイデンテフィケイション	identification	AY0_D_EH2_N_T_AH0_F_AH0_K_EY1_SH_AH0_N
ニューマチック	pneumatic	N_UW0_M_AE1_T_IH0_K
トルネード	tornado	T_AO0_R_N_EY1_D_OW2
グローバリゼイション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
グロバライゼーション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
グローバリゼーション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
グローバライゼイション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
グローバライゼーション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
グロバリゼイション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
ミドルエイジ	middle|age	M_IH1_D_AH0_L|EY1_JH
ゼツェシオン	secession	S_IH0_S_EH1_SH_AH0_N
セセッション	secession	S_IH0_S_EH1_SH_AH0_N
プレゼンター	presenter	P_R_EH1_Z_AH0_N_T_ER0
ハーフウエーライン	halfway|line	HH_AE1_F_W_EY1|L_AY1_N
ハーフウェイライン	halfway|line	HH_AE1_F_W_EY1|L_AY1_N
ハーフウェーライン	halfway|line	HH_AE1_F_W_EY1|L_AY1_N
ジャッグル	juggle	JH_AH1_G_AH0_L
コンピタンス	competence	K_AA1_M_P_AH0_T_IH0_N_S
バング	bang	B_AE1_NG
ドグマチック	dogmatic	D_AA0_G_M_AE1_T_IH0_K
タッグチーム	tag|team	T_AE1_G|T_IY1_M
